49 | 105 | 107 | 188.0 | 2025-05-21 21:50:23 | Confirmada
50 | 105 | 107 | 125.0 | 2025-05-21 21:50:24 | Confirmada
51 | 102 | 109 | 198.0 | 2025-05-21 21:50:24 | Confirmada
52 | 104 | 108 | 218.0 | 2025-05-21 21:50:24 | Confirmada
53 | 103 | 105 | 75.0 | 2025-05-21 21:50:24 | Confirmada
54 | 101 | 105 | 240.0 | 2025-05-21 21:50:24 | Confirmada
55 | 108 | 108 | 212.0 | 2025-05-21 21:50:25 | Confirmada
56 | 103 | 104 | 62.0 | 2025-05-21 21:50:25 | Confirmada
57 | 104 | 102 | 53.0 | 2025-05-21 21:50:25 | Confirmada
58 | 104 | 108 | 89.0 | 2025-05-21 21:50:25 | Confirmada
59 | 106 | 107 | 160.0 | 2025-05-21 22:07:06 | Confirmada
59 | 102 | 105 | 75.0 | 2025-05-21 22:07:06 | Confirmada
59 | 109 | 105 | 77.0 | 2025-05-21 22:07:06 | Confirmada
59 | 107 | 106 | 225.0 | 2025-05-21 22:07:06 | Confirmada
59 | 107 | 103 | 120.0 | 2025-05-21 22:07:06 | Confirmada
59 | 106 | 104 | 195.0 | 2025-05-21 22:07:06 | Confirmada
65 | 108 | 107 | 103.0 | 2025-05-21 22:07:06 | Confirmada
66 | 103 | 108 | 185.0 | 2025-05-21 22:07:07 | Confirmada
67 | 109 | 104 | 85.0 | 2025-05-21 22:07:07 | Confirmada
68 | 106 | 101 | 72.0 | 2025-05-21 22:07:07 | Confirmada
69 | 102 | 108 | 245.0 | 2025-05-21 22:07:07 | Confirmada
70 | 104 | 101 | 88.0 | 2025-05-21 22:07:07 | Confirmada
71 | 104 | 101 | 194.0 | 2025-05-21 22:07:08 | Confirmada
72 | 109 | 101 | 182.0 | 2025-05-21 22:07:08 | Confirmada
73 | 109 | 104 | 174.0 | 2025-05-21 22:07:08 | Confirmada
74 | 109 | 103 | 77.0 | 2025-05-21 22:07:08 | Confirmada
75 | 101 | 107 | 230.0 | 2025-05-21 22:07:08 | Confirmada
76 | 103 | 102 | 217.0 | 2025-05-21 22:07:09 | Confirmada
77 | 109 | 107 | 98.0 | 2025-05-21 22:07:09 | Confirmada
78 | 103 | 104 | 181.0 | 2025-05-21 22:07:09 | Confirmada
79 | 108 | 107 | 141.0 | 2025-05-21 22:07:09 | Confirmada
80 | 108 | 107 | 137.0 | 2025-05-21 22:07:10 | Confirmada
81 | 105 | 105 | 96.0 | 2025-05-21 22:12:45 | Confirmada
81 | 101 | 109 | 95.0 | 2025-05-21 22:12:45 | Confirmada
83 | 109 | 102 | 223.0 | 2025-05-21 22:12:46 | Confirmada
84 | 108 | 109 | 63.0 | 2025-05-21 22:12:46 | Confirmada
85 | 108 | 103 | 131.0 | 2025-05-21 22:12:46 | Confirmada
86 | 102 | 109 | 77.0 | 2025-05-21 22:12:47 | Confirmada
87 | 103 | 106 | 184.0 | 2025-05-21 22:12:47 | Confirmada
88 | 108 | 109 | 156.0 | 2025-05-21 22:12:48 | Confirmada
89 | 108 | 103 | 74.0 | 2025-05-21 22:12:48 | Confirmada
90 | 104 | 107 | 211.0 | 2025-05-21 22:12:49 | Confirmada
91 | 107 | 104 | 216.0 | 2025-05-21 22:12:49 | Confirmada
92 | 107 | 106 | 158.0 | 2025-05-21 22:12:49 | Confirmada
93 | 103 | 103 | 68.0 | 2025-05-21 22:12:49 | Confirmada
94 | 109 | 101 | 60.0 | 2025-05-21 22:12:50 | Confirmada
95 | 107 | 107 | 65.0 | 2025-05-21 22:12:50 | Confirmada
96 | 104 | 108 | 222.0 | 2025-05-21 22:12:50 | Confirmada
97 | 101 | 107 | 188.0 | 2025-05-21 22:12:50 | Confirmada
98 | 109 | 101 | 236.0 | 2025-05-21 22:12:50 | Confirmada
99 | 103 | 104 | 228.0 | 2025-05-21 22:16:12 | Confirmada
99 | 106 | 102 | 203.0 | 2025-05-21 22:16:12 | Confirmada
99 | 106 | 106 | 210.0 | 2025-05-21 22:16:12 | Confirmada
102 | 101 | 107 | 136.0 | 2025-05-21 22:16:12 | Confirmada
103 | 105 | 102 | 143.0 | 2025-05-21 22:16:12 | Confirmada
104 | 102 | 108 | 65.0 | 2025-05-21 22:16:13 | Confirmada
105 | 102 | 105 | 147.0 | 2025-05-21 22:16:13 | Confirmada
106 | 107 | 102 | 229.0 | 2025-05-21 22:16:13 | Confirmada
107 | 108 | 104 | 246.0 | 2025-05-21 22:16:13 | Confirmada
108 | 104 | 106 | 178.0 | 2025-05-21 22:16:13 | Confirmada
109 | 101 | 106 | 112.0 | 2025-05-21 22:16:13 | Confirmada
110 | 104 | 102 | 206.0 | 2025-05-21 22:16:13 | Confirmada
111 | 108 | 109 | 54.0 | 2025-05-21 22:16:14 | Confirmada
112 | 101 | 103 | 61.0 | 2025-05-21 22:16:14 | Confirmada
113 | 101 | 109 | 199.0 | 2025-05-21 22:16:15 | Confirmada
114 | 102 | 103 | 93.0 | 2025-05-21 22:16:15 | Confirmada
115 | 108 | 109 | 121.0 | 2025-05-21 22:16:15 | Confirmada
116 | 103 | 105 | 85.0 | 2025-05-21 22:16:16 | Confirmada
117 | 109 | 108 | 119.0 | 2025-05-21 22:16:16 | Confirmada
